SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.001148571,59,0,3024.0,,6,0,2,0,2.0
1,1.028277635,30,0,0.043920293,2458.0,1,0,0,1,0.0
0,0.056352966,50,0,0.343780528,12283.0,17,0,2,0,0.0
0,0.016553231,69,0,0.244253993,7700.0,8,0,1,0,0.0
0,0.89792023,29,0,0.449010198,3333.0,12,0,1,1,0.0
0,0.106489351,67,1,0.171037946,3583.0,2,0,1,0,0.0
0,1.007906057,40,0,0.280089989,2666.0,3,0,0,0,2.0
0,0.0,68,0,0.218632558,15166.0,15,0,3,0,1.0
0,0.960879957,45,0,0.458007998,5250.0,15,0,2,0,2.0
0,0.218058295,64,0,0.013482633,4375.0,3,2,0,0,0.0
0,0.90671849,52,1,0.334940189,5600.0,4,0,2,0,0.0
0,0.277538693,52,2,0.191356911,11083.0,12,0,2,0,0.0
0,0.9999999,63,0,0.360252269,6500.0,5,0,1,0,1.0
1,0.9999999,42,0,1.766860949,1200.0,2,0,1,0,2.0
0,0.622430068,54,0,0.483172276,3000.0,8,0,1,0,1.0
0,0.179742538,39,0,0.259397494,3750.0,13,0,0,0,2.0
0,0.206719232,61,0,0.354256353,7200.0,6,0,1,0,0.0
0,0.15969684,42,1,3592.0,,10,0,1,0,0.0
1,0.9999999,32,0,333.0,,1,2,0,0,0.0
1,1.205980066,33,1,0.211738003,3083.0,4,0,0,0,4.0
0,0.056147193,76,0,0.39833449,1440.0,3,0,2,0,1.0
0,1.856287425,27,0,0.84396618,1300.0,2,8,0,0,0.0
0,0.51270613,25,0,0.422222222,764.0,7,0,0,0,0.0
0,0.036390056,62,0,0.7455006,7500.0,11,0,2,0,2.0
0,0.9999999,38,0,2084.0,,7,0,2,0,2.0
0,0.704307107,50,0,1.270125224,1676.0,12,0,1,0,0.0
0,0.89837377,50,0,0.302631579,7599.0,13,0,1,0,1.0
0,0.360353364,49,0,0.140407922,6765.0,5,0,1,0,1.0
0,0.180321386,53,0,3241.0,,14,4,2,0,0.0
0,0.013063978,72,0,0.176033058,3629.0,14,0,2,0,1.0
0,0.9999999,53,0,0.584598089,5336.0,3,0,2,0,0.0
0,0.081648979,53,0,81.0,,6,0,0,0,0.0
0,0.111492806,41,0,0.067063277,9244.0,3,0,0,0,3.0
0,0.9999999,48,0,0.006257333,5113.0,1,0,0,0,0.0
0,0.011760555,51,0,1882.0,,5,1,2,0,0.0
0,0.467177317,41,0,0.350964904,10000.0,11,0,2,0,3.0
0,0.073393188,27,0,0.09965295,4033.0,5,0,0,0,1.0
1,0.9999999,39,1,0.20853565,3912.0,3,1,0,0,2.0
0,0.00042103,55,0,0.112303378,8200.0,4,0,1,0,0.0
0,0.22425858,41,0,1.161330049,2435.0,12,0,1,0,2.0
0,0.899050475,35,0,0.805890228,2240.0,7,0,0,0,1.0
0,0.004089215,76,0,0.002313354,4754.0,10,0,0,0,0.0
0,0.044141281,62,0,1242.0,,8,0,1,0,0.0
0,0.061706159,60,0,1485.0,,7,0,1,0,
0,0.087575164,49,0,0.387001911,6800.0,11,0,2,0,0.0
0,0.264219478,48,0,2051.0,,9,0,1,0,2.0
0,0.020498401,55,0,0.659498664,7858.0,20,0,2,0,1.0
0,0.016423297,55,0,17.0,,2,0,0,0,0.0
0,0.211787592,54,1,6431.0,,10,0,2,0,0.0
0,0.423270784,43,0,1415.0,,10,0,0,0,0.0
0,0.001260815,55,0,0.078928071,15000.0,6,0,0,0,0.0
0,0.483824064,53,0,0.629305477,7083.0,7,0,1,0,1.0
0,0.737655188,26,0,0.516040831,5485.0,8,0,2,0,3.0
0,0.0464048,61,0,0.004084219,14200.0,3,0,0,0,1.0
0,0.209136778,55,0,0.281029196,7500.0,12,0,1,0,0.0
0,0.145821818,59,0,0.039653449,3000.0,5,0,1,0,0.0
0,0.886018748,63,0,0.481669882,5700.0,7,0,1,0,0.0
0,0.275788968,47,0,0.216889709,6500.0,5,0,1,0,3.0
0,0.023904382,40,0,0.49557749,7800.0,8,0,3,0,1.0
0,0.666498334,58,0,0.186928702,4375.0,6,0,0,0,0.0
0,0.014466184,74,0,0.082187295,3053.0,2,0,0,0,0.0
0,0.9999999,42,0,0.465876061,8600.0,4,0,2,0,0.0
0,0.12256085,72,0,0.059688062,3333.0,7,0,0,0,1.0
0,0.0,53,0,0.368217054,5933.0,12,0,1,0,0.0
0,0.051601636,60,0,0.019589552,3215.0,4,0,0,0,0.0
0,0.658147843,35,0,0.17607114,6184.0,5,0,0,0,1.0
0,0.049486598,58,0,0.042799509,5700.0,3,0,0,0,0.0
0,0.470843052,27,0,0.097332016,6071.0,6,0,0,0,3.0
0,0.660506889,64,0,1.32175968,5500.0,24,0,1,0,1.0
0,0.0,46,0,0.351190837,16500.0,5,0,2,0,0.0
0,0.823334845,57,0,5562.0,,11,0,1,0,2.0
0,0.267865231,30,0,1.231256248,3000.0,11,0,2,0,1.0
0,0.9999999,49,1,0.276734694,1224.0,6,0,0,0,0.0
0,0.074605897,45,1,0.138532861,11000.0,9,0,2,0,1.0
0,0.033270711,66,1,3119.0,,14,0,2,0,0.0
0,0.0,32,0,0.426067521,8500.0,14,0,2,0,2.0
0,0.104428362,35,0,0.373810676,6200.0,15,0,2,0,0.0
0,0.461473569,57,0,0.6172,7499.0,10,0,3,0,0.0
0,0.9999999,43,0,0.419410745,7500.0,3,0,2,0,2.0
0,0.009708152,44,0,0.406017901,5250.0,19,0,1,0,0.0
0,0.001533231,55,0,0.026901052,7508.0,6,0,0,0,1.0
0,0.123690274,44,0,0.253587631,10800.0,5,0,2,0,5.0
0,0.0,43,0,0.25247783,5750.0,17,0,1,0,0.0
0,0.9999999,26,0,0.034815581,2900.0,3,5,0,0,0.0
0,0.138953538,61,0,0.036245469,8000.0,4,0,0,0,1.0
0,0.291124679,66,2,0.143464134,4000.0,6,1,1,0,2.0
0,0.05492322,64,0,0.221422256,7916.0,7,0,2,0,1.0
0,0.546894387,41,2,0.238358327,3800.0,11,0,0,0,2.0
0,0.9999999,55,0,0.008883953,1800.0,0,1,0,0,0.0
0,0.018575351,63,0,0.201971147,7000.0,6,0,1,0,1.0
0,0.144321392,60,0,0.204143669,12500.0,9,0,1,0,1.0
0,0.041326427,55,0,0.407602725,9101.0,11,0,2,0,1.0
0,0.083583283,26,0,0.450392577,1400.0,6,0,0,0,0.0
0,0.001496497,73,0,0.238014115,4108.0,7,0,1,0,1.0
0,0.0,52,0,0.0,,3,0,0,0,0.0
0,0.584679346,59,0,1.257161458,1535.0,10,0,1,0,1.0
0,0.0,29,0,0.01386297,3750.0,5,0,0,0,0.0
0,0.034871199,67,0,0.024390244,2500.0,6,0,0,0,0.0
0,0.721163942,41,0,0.732354997,1430.0,2,0,0,0,3.0
0,0.191312936,43,0,0.270419935,6500.0,10,0,1,0,0.0
0,0.03744063,38,0,0.223253371,5710.0,20,0,1,0,0.0
0,0.9999999,22,0,375.0,,0,0,0,0,0.0
0,0.082393618,75,0,854.0,,7,0,1,0,0.0
0,0.010324138,75,0,0.236327829,6600.0,7,0,1,0,0.0
1,0.718211956,30,0,0.020137185,15890.0,3,0,0,0,0.0
0,0.118879726,60,0,0.377785396,5833.0,8,0,1,0,0.0
0,0.034898068,64,0,0.200736465,10047.0,6,0,1,0,1.0
0,0.04894608,85,0,0.00794841,6667.0,4,0,0,0,0.0
1,0.170144809,39,0,0.740076448,3400.0,11,0,2,0,1.0
0,0.330394073,61,0,0.719381177,2326.0,6,0,1,0,1.0
0,0.250249983,39,0,0.250535638,7000.0,6,0,2,1,4.0
1,0.766344345,46,0,2554.0,,9,0,3,0,2.0
0,0.9999999,60,1,10.17127624,3000.0,4,0,1,1,0.0
0,0.209395342,51,0,0.371741041,10240.0,10,0,2,0,0.0
0,0.331210438,39,1,0.216556689,5000.0,8,0,0,0,4.0
1,1.114628457,56,2,1.334486736,2600.0,6,1,1,1,0.0
0,0.130541605,56,0,0.393280336,6666.0,11,0,1,0,0.0
0,0.740863787,24,0,0.129918801,1600.0,5,0,0,0,0.0
0,0.984508369,29,2,1.509245377,2000.0,20,0,2,0,0.0
0,0.000499964,52,0,0.214064116,2900.0,6,0,0,0,0.0
0,0.0,58,0,0.272969102,4886.0,7,0,1,0,0.0
0,0.448852868,34,3,6071.0,,16,0,3,0,0.0
0,0.072347218,55,0,0.295854155,10805.0,11,0,2,0,3.0
0,0.245000392,64,0,1.144196429,4479.0,11,0,2,0,2.0
0,0.0,73,0,0.208928029,3292.0,3,0,1,0,0.0
0,0.0,28,0,1906.0,,5,0,1,0,2.0
0,0.442959918,50,0,0.389246834,4500.0,17,0,1,0,0.0
0,0.037477456,59,0,0.340954543,18500.0,9,0,3,0,2.0
0,0.082707009,41,0,0.333733253,5000.0,7,0,2,0,0.0
0,3746.0,52,2,0.481353326,2600.0,5,0,1,0,3.0
0,0.698614484,47,0,0.199676201,5558.0,4,0,0,0,0.0
0,0.926814637,37,2,0.012269939,37000.0,5,0,0,1,0.0
0,0.52602257,33,0,0.214304258,7703.0,5,0,0,0,3.0
0,0.0,26,0,0.238521837,6250.0,5,0,1,0,0.0
0,0.012237893,40,0,1799.0,,4,0,1,0,
0,0.0,54,0,0.006205674,3383.0,6,0,0,0,2.0
0,0.010602534,60,0,0.282102557,7000.0,7,0,2,0,2.0
0,0.031536192,66,0,0.117568851,5264.0,6,0,0,0,1.0
0,0.012122356,36,1,0.932840687,4600.0,10,0,1,0,1.0
1,0.793741314,44,0,0.540592606,10900.0,20,0,3,0,1.0
0,0.019998824,56,0,0.142408227,7000.0,5,0,1,0,1.0
0,0.302269058,50,0,2.840063974,2500.0,8,0,1,0,3.0
0,0.009274921,81,0,0.008279125,1690.0,9,0,0,0,0.0
0,0.029709656,38,0,0.997334222,3000.0,10,0,1,0,1.0
0,0.9999999,32,0,0.0444247,2250.0,1,1,0,1,0.0
0,0.360523979,51,0,0.251704129,17750.0,13,0,2,0,0.0
0,0.049734761,44,0,3183.0,,5,0,2,0,0.0
0,0.097183146,49,0,0.249613531,10996.0,8,0,2,0,2.0
0,0.00019996,44,0,0.0,4500.0,2,0,0,0,1.0
0,0.273381775,46,0,0.254883807,10800.0,4,0,1,0,2.0
0,0.034296351,35,0,0.009133238,5583.0,6,0,0,0,0.0
0,0.034792161,72,0,604.0,,16,0,0,0,0.0
0,0.392473345,69,0,2095.0,,9,0,1,0,0.0
0,0.338085406,58,0,0.934214769,3100.0,12,0,1,0,1.0
0,0.042087083,49,0,0.972927947,2400.0,7,0,1,0,0.0
0,0.9999999,22,0,0.0,820.0,1,0,0,0,0.0
0,0.233502947,44,0,0.407331976,5400.0,10,0,2,0,3.0
0,0.0,72,0,0.0,,2,0,0,0,0.0
0,0.127936032,25,0,0.087886538,4300.0,2,0,0,0,0.0
0,0.432472817,33,0,0.912139329,3846.0,12,0,2,0,2.0
0,0.006042731,52,0,1709.0,,4,0,1,0,1.0
0,0.616526956,41,0,0.306323483,3146.0,3,0,0,0,2.0
0,0.9999999,39,1,0.663194444,3167.0,5,0,2,0,2.0
0,0.0,41,0,2451.0,0.0,4,0,1,0,2.0
0,0.967243613,54,0,0.026112916,56944.0,7,0,0,0,3.0
0,0.98727345,37,2,765.0,0.0,5,0,0,3,0.0
0,0.299170083,48,0,0.330796718,15111.0,9,0,2,0,3.0
0,0.19327521,48,0,0.311359363,9040.0,8,0,2,0,3.0
0,0.55922321,49,0,1.075055804,3583.0,12,0,2,0,0.0
0,0.223198632,45,1,0.340931814,5000.0,8,0,1,0,1.0
0,0.586308545,51,0,0.809728696,8366.0,19,0,2,0,0.0
0,0.092655197,61,0,0.693792581,5283.0,14,0,2,0,1.0
0,0.717042786,44,0,0.759756609,4765.0,7,0,1,0,2.0
0,0.914249294,55,4,0.794874627,9052.0,12,0,3,0,0.0
0,0.034943775,74,0,0.368610511,4166.0,9,0,1,0,0.0
0,0.069920747,78,0,1939.0,,4,0,2,0,0.0
0,0.115022742,50,0,0.595053282,7600.0,12,0,1,0,2.0
0,0.604885365,54,0,0.38563453,12000.0,11,0,3,0,0.0
0,0.591252177,29,1,0.304259043,3427.0,11,0,0,0,2.0
0,0.371950327,60,0,0.368757259,6887.0,8,0,0,0,0.0
0,0.016188934,69,0,0.195734597,2109.0,5,0,0,0,0.0
0,0.099544364,69,0,0.548956189,3400.0,7,0,1,0,0.0
0,0.073476039,55,0,0.004729091,7400.0,9,0,0,0,0.0
0,0.056239997,51,1,0.159685468,13225.0,11,0,1,0,3.0
0,0.005290152,71,0,0.004555049,9000.0,5,0,0,0,0.0
0,0.055662589,54,0,0.207368764,9200.0,8,0,2,0,1.0
0,0.064663351,68,0,4797.0,,10,0,1,0,0.0
0,0.9999999,76,0,0.763957307,2435.0,4,0,2,0,0.0
0,0.012047504,50,0,2216.0,,12,0,3,0,0.0
0,0.163035141,63,1,0.265779864,3833.0,9,0,1,0,0.0
0,0.275753364,44,0,0.3767495,3500.0,6,0,0,0,3.0
0,0.337774577,64,0,0.257371314,2000.0,13,0,0,0,0.0
0,0.19285463,63,0,0.567020912,8750.0,11,0,3,0,1.0
0,0.247597087,56,0,0.702749471,5200.0,8,0,1,0,2.0
0,0.047210631,61,2,0.955693187,2098.0,12,0,1,0,2.0
0,0.65049998,54,0,0.281826163,3416.0,8,0,0,0,0.0
0,0.9999999,54,3,0.038341507,4485.0,5,0,0,1,1.0
0,0.016233697,54,0,1350.0,,9,0,2,0,1.0
0,0.519931802,67,0,0.261601456,2197.0,5,0,0,0,0.0
0,0.227954528,49,1,0.336265494,2500.0,5,0,0,0,0.0
0,0.843831338,47,2,0.294742729,1787.0,2,1,0,0,1.0
0,0.009773795,72,0,0.750208299,6000.0,22,0,2,0,1.0
0,0.0,56,0,1310.0,,6,0,1,0,5.0
0,0.675021121,40,0,0.902124115,2400.0,13,0,0,0,1.0
0,0.212047517,64,8,1.079147091,2766.0,10,0,1,2,0.0
0,0.638083682,44,0,0.251974803,10000.0,12,0,0,1,5.0
0,0.304121864,60,0,0.07498558,5200.0,7,1,0,0,1.0
0,0.299780015,40,0,0.196676066,16666.0,2,0,1,0,2.0
0,0.023685886,46,0,2116.0,,14,0,2,0,2.0
0,0.347521783,52,0,0.714968914,2090.0,8,0,1,0,0.0
0,0.04045749,65,0,0.986113482,17570.0,20,0,11,0,0.0
0,0.0,67,0,0.204841908,9582.0,9,0,1,0,0.0
0,0.002415049,34,1,0.560383747,5315.0,19,0,2,0,3.0
0,0.604787537,58,0,0.172841711,11200.0,5,0,1,0,0.0
0,0.926974152,60,0,0.464430468,7154.0,14,0,2,0,1.0
0,0.266746651,65,0,1001.0,,8,1,1,0,
0,0.300189994,40,0,1.342720764,2094.0,6,0,1,0,2.0
0,0.486708871,43,0,0.252884414,9533.0,15,0,1,0,0.0
0,0.114054769,40,0,0.178238008,37275.0,17,0,3,0,0.0
0,0.9999999,81,0,0.0,,1,0,0,0,
0,0.165142526,54,0,0.515757479,6250.0,12,0,1,0,1.0
0,0.044126206,69,0,936.0,,7,0,0,0,0.0
0,0.022127625,61,0,7134.0,,8,0,5,0,
0,0.208065125,68,0,0.440327238,6233.0,7,0,1,0,0.0
0,0.047189516,55,0,0.098967011,3000.0,11,0,0,0,0.0
0,0.0,59,0,913.0,,12,0,1,1,1.0
0,0.10136233,55,0,3646.0,,9,0,2,0,3.0
0,0.413716691,56,0,2926.0,,13,0,1,0,0.0
0,0.485985802,45,0,0.294882283,11000.0,8,0,2,0,2.0
0,0.16520239,59,0,0.290141972,5000.0,14,0,2,0,0.0
0,0.692720839,56,5,0.315334773,8333.0,14,1,2,0,0.0
0,0.004524365,41,1,0.001066382,3750.0,4,0,0,0,3.0
0,0.9999999,54,0,0.10745953,12292.0,8,0,0,0,1.0
0,0.019046712,72,0,0.198933689,3000.0,6,0,1,0,0.0
0,0.970320362,74,0,0.113946978,6072.0,6,0,0,0,1.0
0,0.298614827,83,0,0.577895029,3600.0,12,0,0,0,1.0
1,0.359614193,52,2,0.750296209,3375.0,12,0,2,1,2.0
0,0.124660113,39,0,0.127543663,6240.0,7,1,0,0,1.0
0,0.099869063,61,5,0.554822259,6666.0,9,0,0,1,0.0
0,1.013427612,38,0,0.254658385,6600.0,5,0,2,0,2.0
0,0.0,36,0,0.075911536,5018.0,2,0,0,0,1.0
1,0.148359141,80,0,0.682456558,4200.0,11,1,4,1,0.0
0,0.206585805,61,1,0.430407257,10582.0,19,0,4,0,0.0
0,0.002895258,70,0,0.238167218,10584.0,10,0,2,0,0.0
0,0.094734111,52,0,0.446389094,5427.0,16,0,1,0,0.0
0,0.243372968,54,0,0.27796034,8824.0,4,0,1,0,2.0
0,0.019221795,69,0,2919.0,,11,0,3,0,0.0
0,0.300470374,43,0,0.460397264,12132.0,17,0,2,0,3.0
0,0.011147735,61,0,0.276473657,3833.0,10,0,1,0,0.0
0,0.018978016,61,0,1129.0,,9,0,1,0,0.0
0,0.428845066,46,0,0.165321261,18333.0,9,0,2,0,4.0
0,0.056108071,48,0,117.0,,14,0,0,0,0.0
0,0.062597156,79,0,80.0,,8,0,0,0,0.0
0,0.044144165,57,0,0.418395401,4000.0,6,0,1,0,1.0
0,0.361820416,56,0,2285.0,,10,0,1,0,2.0
0,0.244612308,42,0,0.304510736,6938.0,7,0,1,0,1.0
0,0.008284925,76,0,2.0,,1,0,0,0,0.0
0,0.0,55,1,0.32482097,7400.0,14,0,0,1,0.0
0,0.14421267,67,1,0.424036005,8220.0,10,0,2,1,1.0
1,0.35832084,63,0,0.416804865,3617.0,6,0,1,0,0.0
0,0.481549743,29,0,0.055841385,7968.0,8,0,0,0,1.0
0,0.531963331,64,2,0.480082158,18500.0,19,0,3,0,1.0
0,0.202871397,34,0,0.142521074,5100.0,5,0,0,0,0.0
0,0.439938278,61,0,0.389193049,4200.0,4,1,2,1,1.0
0,0.062639194,42,0,0.1428052,11000.0,9,0,2,0,1.0
1,0.667192927,57,6,0.429494411,9750.0,12,0,1,0,2.0
0,0.004391179,63,0,0.007065217,1839.0,10,0,0,0,0.0
0,0.04030195,61,0,0.04623844,4000.0,8,0,0,0,1.0
0,0.611048639,66,0,0.23622251,11594.0,12,0,1,0,1.0
0,0.729740025,51,2,0.360662762,7000.0,13,0,0,0,1.0
0,0.020945238,79,0,0.095384615,3574.0,5,0,0,0,1.0
0,0.9999999,48,3,0.710330684,3900.0,5,0,1,1,2.0
0,0.268546291,35,0,0.163243047,5500.0,7,0,0,0,2.0
0,0.017904509,50,0,526.0,,5,0,0,0,0.0
0,0.640011338,48,1,0.380431064,8768.0,9,0,3,0,0.0
0,0.77245509,45,0,0.387178985,5100.0,5,0,1,0,3.0
0,0.34707099,50,0,0.24522814,5500.0,6,0,1,0,0.0
0,0.312068793,55,1,0.127071823,1266.0,5,0,0,0,0.0
0,0.462400708,60,0,0.235061484,16182.0,11,0,1,0,2.0
0,0.197965009,42,2,0.363510712,5787.0,13,0,1,0,2.0
0,0.26061064,50,0,589.0,,5,0,0,0,2.0
0,0.337071539,45,1,0.269633702,26917.0,19,0,2,0,2.0
0,0.892293408,56,0,1.257116621,3266.0,10,0,1,0,0.0
0,0.269683349,42,0,0.123272648,4558.0,5,0,0,0,1.0
0,0.105784536,40,0,0.227123771,3966.0,10,0,0,0,1.0
0,0.79239243,80,0,1.270710059,675.0,8,0,1,0,0.0
0,0.607296777,35,0,0.360056135,11400.0,11,1,1,0,3.0
0,0.9999999,45,1,0.033570702,2948.0,3,1,0,1,2.0
0,0.0,22,0,0.0,929.0,2,0,0,0,0.0
0,0.025394751,80,0,0.163806032,6000.0,8,0,1,0,0.0
0,0.107329567,78,0,0.041635838,14866.0,11,0,1,0,0.0
0,0.102811563,42,3,0.175920571,10373.0,8,0,3,0,4.0
0,0.156645781,45,1,0.560214893,6700.0,8,0,2,0,2.0
0,0.019549023,93,0,11.0,,1,0,0,0,
0,0.147656559,36,0,1493.0,,13,0,2,0,0.0
0,0.019088677,61,0,0.122559756,10500.0,9,0,1,0,0.0
0,0.320018085,38,0,0.387768705,6000.0,9,0,1,0,2.0
0,0.044464535,55,0,0.227193202,4000.0,4,0,1,0,2.0
0,0.460626481,56,0,11116.0,,8,0,4,0,1.0
0,0.35613735,52,5,0.220902328,8333.0,15,0,2,1,0.0
0,0.05357169,51,0,0.225413061,5083.0,7,0,1,0,0.0
1,0.741597121,45,0,5257.0,,13,1,4,0,0.0
0,0.09134034,38,0,3821.0,,7,0,1,0,2.0
0,0.043006837,67,0,2206.0,,13,0,1,0,0.0
0,0.076262284,57,0,0.564410169,3500.0,8,0,2,0,0.0
0,0.956894878,48,0,1.045969354,1500.0,10,0,0,0,0.0
0,0.023405477,66,0,0.021654636,1800.0,5,0,0,0,0.0
0,0.0306146,85,1,0.136145542,5001.0,5,0,1,0,1.0
0,0.120047823,58,0,0.817423057,3833.0,14,0,4,0,2.0
0,0.088212334,67,0,3004.0,0.0,6,0,1,0,0.0
0,0.974670044,51,0,0.350341925,1900.0,2,0,0,0,0.0
0,0.002906159,62,0,0.304148088,7400.0,16,0,2,0,0.0
0,0.0,48,0,2616.0,,15,0,2,0,0.0
0,0.787892222,50,0,1650.0,,6,0,1,0,0.0
0,1.039569544,42,0,4245.0,0.0,7,0,2,0,0.0
0,0.162467692,79,0,0.320886336,7310.0,24,0,2,0,1.0
0,0.074953263,38,1,6.936127745,500.0,6,0,1,0,0.0
0,0.048520487,51,0,0.215507665,4500.0,5,0,1,0,0.0
0,0.01259874,56,0,0.001439539,2083.0,2,0,0,0,0.0
0,0.243434209,62,0,1351.0,0.0,9,0,1,0,0.0
0,0.104822827,67,0,0.29360419,6300.0,13,0,2,0,0.0
0,1.098950525,36,0,0.21648096,8166.0,3,0,1,0,1.0
0,0.9999999,52,0,0.0,,0,0,0,0,
0,0.008159782,69,0,1263.0,,6,0,2,0,0.0
0,0.438891355,54,0,0.598320084,6666.0,12,0,2,0,0.0
0,0.39613861,35,1,0.515134988,7333.0,19,0,2,0,0.0
0,0.917706398,45,3,1149.0,,4,1,0,1,0.0
1,0.9999999,31,98,0.0,1440.0,0,98,0,98,1.0
0,0.917428326,66,1,2410.0,,7,1,2,0,0.0
0,0.081663347,34,0,0.264626636,5195.0,5,0,1,0,2.0
0,0.0,30,0,0.8718802,600.0,2,0,0,0,0.0
0,0.001350589,46,0,2363.0,,14,0,1,0,0.0
0,0.9999999,66,0,0.0,,0,0,0,0,0.0
0,0.4308024,43,0,0.67537415,7349.0,17,0,1,0,3.0
0,0.068793472,63,0,0.281943611,5000.0,6,0,1,0,1.0
0,0.911002543,50,1,0.42559791,12250.0,11,0,1,0,2.0
0,0.434962464,34,0,0.443511298,5000.0,8,0,1,0,1.0
0,0.704174229,43,0,0.125138837,2700.0,3,2,0,0,2.0
0,0.0067651,57,0,0.164845385,4300.0,12,0,0,0,0.0
0,0.539597315,38,0,0.632760556,11580.0,18,0,4,0,3.0
0,0.01538783,47,0,0.009996668,3000.0,5,0,0,0,0.0
0,0.736351531,41,1,1249.0,,5,0,1,0,0.0
0,0.068427257,58,0,0.530377668,7916.0,12,0,1,0,2.0
0,0.012891911,60,0,0.153616644,12400.0,6,0,2,0,1.0
0,0.0,23,0,0.116721117,3366.0,2,0,0,0,1.0
0,0.100786181,46,0,0.04350114,5700.0,16,0,0,0,0.0
0,0.9999999,40,0,0.362482146,6300.0,4,0,2,0,3.0
0,0.256511611,33,0,474.0,1.0,5,0,1,0,3.0
0,0.9999999,52,0,0.297196262,3209.0,5,0,0,0,1.0
0,0.073393457,38,1,0.384761524,10000.0,9,0,2,0,0.0
0,0.0,41,0,0.186131387,8493.0,5,0,1,1,0.0
0,0.9999999,64,0,42.0,,1,0,0,0,0.0
0,0.0,49,0,0.449387653,4000.0,15,0,1,0,0.0
1,0.641769724,35,0,0.66012045,3818.0,13,0,2,0,2.0
0,0.015799605,47,0,0.007197121,2500.0,3,0,0,0,0.0
0,0.721819061,36,2,0.38480194,3710.0,7,0,1,2,3.0
0,0.272872206,54,0,0.286325428,13323.0,17,0,2,0,1.0
0,0.308164566,43,1,0.27021022,5850.0,9,0,1,0,0.0
1,0.51655503,55,1,0.363918034,14200.0,17,0,2,0,0.0
0,0.154042447,64,2,4210.0,,15,0,3,0,0.0
0,0.0,61,0,6231.0,,11,0,4,0,
0,0.9999999,24,0,94.0,,1,1,0,0,0.0
0,0.039372949,78,0,22.0,,4,0,0,0,0.0
0,0.003938401,76,0,702.0,,9,0,0,0,0.0
0,0.349494245,54,1,0.319180358,5416.0,6,0,2,0,1.0
0,0.429534141,40,0,0.326882761,6200.0,6,0,1,0,0.0
1,0.853658537,39,1,493.0,,5,2,0,0,1.0
0,0.001127636,81,0,0.107005758,2083.0,12,0,1,0,0.0
1,0.855642925,78,0,0.701076456,3622.0,9,1,1,0,0.0
0,0.813050861,56,0,0.6503976,21000.0,16,0,3,0,5.0
0,0.549014163,48,0,0.46344207,5333.0,5,0,1,0,1.0
0,0.011768741,60,0,0.557814062,3000.0,7,0,1,0,0.0
0,0.07306706,51,0,0.028893696,6471.0,5,0,0,0,0.0
0,0.012847022,37,0,0.48175912,2000.0,12,0,2,0,0.0
0,0.001207185,79,0,3.0,,3,0,0,0,
0,0.0,58,0,107.0,,8,0,0,0,0.0
0,0.636375142,26,2,1.459196102,820.0,7,0,0,0,0.0
1,1.04636291,70,1,0.026858214,1600.0,5,1,0,0,0.0
0,0.040710484,49,0,0.156153507,6800.0,9,0,0,0,0.0
0,0.31818209,59,1,9958.0,0.0,19,0,3,0,0.0
0,0.567234314,38,0,0.271899716,6700.0,6,0,0,0,2.0
0,0.106049704,67,0,0.182302212,13334.0,17,0,2,0,0.0
0,0.9999999,49,0,1.218227425,7175.0,10,0,2,0,0.0
1,0.9999999,42,3,0.7994002,3000.0,2,1,1,1,3.0
0,0.000998988,65,0,1.194690265,3502.0,13,0,2,0,0.0
0,0.0,41,0,0.314908437,8900.0,9,0,2,0,2.0
0,0.833095952,37,1,0.207352715,6500.0,10,0,0,0,0.0
0,0.024563034,77,0,0.276876029,4250.0,10,0,3,0,0.0
0,0.078392431,70,0,234.0,,8,0,0,0,0.0
0,0.308965554,58,0,0.286236063,5201.0,13,0,0,0,0.0
0,0.021949616,85,0,0.021991204,2500.0,6,0,0,0,0.0
0,0.100424807,46,0,0.307305871,6966.0,10,0,1,0,2.0
0,0.516648335,78,0,0.380621693,3023.0,3,0,1,0,0.0
0,0.035172902,73,0,3886.0,,12,0,1,0,1.0
0,1.003510564,74,0,0.516499029,5666.0,14,0,2,0,0.0
0,0.002201516,54,0,0.153310105,6600.0,11,0,1,0,0.0
0,0.087452779,71,0,1959.0,,11,0,1,0,2.0
1,0.9999999,47,2,6466.0,,8,0,2,1,2.0
0,0.063563073,68,0,78.0,,3,0,0,0,0.0
0,0.031586377,51,0,0.268108428,6750.0,5,0,1,0,2.0
0,0.9999999,28,0,540.0,,1,5,0,1,0.0
0,0.0,43,1,1332.0,,6,0,1,0,0.0
0,0.007099858,60,0,0.634423898,2108.0,9,0,1,0,0.0
0,0.143275738,51,0,0.147905453,8545.0,5,0,1,0,2.0
0,0.049219507,68,0,327.0,,11,0,0,0,1.0
0,0.002783274,87,2,0.002428869,2881.0,15,0,0,0,0.0
0,1.144896502,43,1,0.536692661,5000.0,4,0,1,1,0.0
0,0.860061038,43,0,0.606893004,9719.0,9,0,2,0,2.0
0,0.545782134,46,0,0.348605931,5630.0,9,0,1,0,1.0
0,0.150783643,46,0,0.011899096,2100.0,1,0,0,0,1.0
0,0.607988762,45,0,0.341243917,15000.0,16,0,1,0,2.0
